tstamp,country,observation,obs_ord,count
2020-04-05,France,tests_1m_pop,NA,3436
2020-04-05,France,death_rate,Death Rate,8.4
2020-04-05,Iran,total_cases,Total Cases,55743
2020-04-05,Iran,new_cases,New Cases,NA
2020-04-05,Iran,total_deaths,Total Deaths,3452
2020-04-05,Iran,new_deaths,NA,NA
2020-04-05,Iran,total_recovered,Total Recovered,19736
2020-04-05,Iran,active_cases,Active Cases,32555
2020-04-05,Iran,serious_critical,Serious Critical,4103
2020-04-05,Iran,tot_cases_1m_pop,Total Cases per 1m Population,664
2020-04-05,Iran,deaths_1m_pop,NA,41
2020-04-05,Iran,total_tests,NA,186000
2020-04-05,Iran,tests_1m_pop,NA,2214
2020-04-05,Iran,death_rate,Death Rate,6.19
2020-04-05,UK,total_cases,Total Cases,41903
2020-04-05,UK,new_cases,New Cases,NA
2020-04-05,UK,total_deaths,Total Deaths,4313
2020-04-05,UK,new_deaths,NA,NA
2020-04-05,UK,total_recovered,Total Recovered,135
2020-04-05,UK,active_cases,Active Cases,37455
2020-04-05,UK,serious_critical,Serious Critical,1559
2020-04-05,UK,tot_cases_1m_pop,Total Cases per 1m Population,617
2020-04-05,UK,deaths_1m_pop,NA,64
2020-04-05,UK,total_tests,NA,183190
2020-04-05,UK,tests_1m_pop,NA,2698
2020-04-05,UK,death_rate,Death Rate,10.29
2020-04-05,Turkey,total_cases,Total Cases,23934
2020-04-05,Turkey,new_cases,New Cases,NA
2020-04-05,Turkey,total_deaths,Total Deaths,501
2020-04-05,Turkey,new_deaths,NA,NA
2020-04-05,Turkey,total_recovered,Total Recovered,786
2020-04-05,Turkey,active_cases,Active Cases,22647
2020-04-05,Turkey,serious_critical,Serious Critical,1311
2020-04-05,Turkey,tot_cases_1m_pop,Total Cases per 1m Population,284
2020-04-05,Turkey,deaths_1m_pop,NA,6
2020-04-05,Turkey,total_tests,NA,161380
2020-04-05,Turkey,tests_1m_pop,NA,1913
2020-04-05,Turkey,death_rate,Death Rate,2.09
2020-04-05,Switzerland,total_cases,Total Cases,20505
2020-04-05,Switzerland,new_cases,New Cases,NA
2020-04-05,Switzerland,total_deaths,Total Deaths,666
2020-04-05,Switzerland,new_deaths,NA,NA
2020-04-05,Switzerland,total_recovered,Total Recovered,6415
2020-04-05,Switzerland,active_cases,Active Cases,13424
2020-04-05,Switzerland,serious_critical,Serious Critical,391
2020-04-05,Switzerland,tot_cases_1m_pop,Total Cases per 1m Population,2369
2020-04-05,Switzerland,deaths_1m_pop,NA,77
2020-04-05,Switzerland,total_tests,NA,153440
2020-04-05,Switzerland,tests_1m_pop,NA,17729
2020-04-05,Switzerland,death_rate,Death Rate,3.25
2020-04-05,Belgium,total_cases,Total Cases,18431
2020-04-05,Belgium,new_cases,New Cases,NA
2020-04-05,Belgium,total_deaths,Total Deaths,1283
2020-04-05,Belgium,new_deaths,NA,NA
2020-04-05,Belgium,total_recovered,Total Recovered,3247
2020-04-05,Belgium,active_cases,Active Cases,13901
2020-04-05,Belgium,serious_critical,Serious Critical,1245
2020-04-05,Belgium,tot_cases_1m_pop,Total Cases per 1m Population,1590
2020-04-05,Belgium,deaths_1m_pop,NA,111
2020-04-05,Belgium,total_tests,NA,70000
2020-04-05,Belgium,tests_1m_pop,NA,6040
2020-04-05,Belgium,death_rate,Death Rate,6.96
2020-04-05,Netherlands,total_cases,Total Cases,16627
2020-04-05,Netherlands,new_cases,New Cases,NA
2020-04-05,Netherlands,total_deaths,Total Deaths,1651
2020-04-05,Netherlands,new_deaths,NA,NA
2020-04-05,Netherlands,total_recovered,Total Recovered,250
2020-04-05,Netherlands,active_cases,Active Cases,14726
2020-04-05,Netherlands,serious_critical,Serious Critical,1360
2020-04-05,Netherlands,tot_cases_1m_pop,Total Cases per 1m Population,970
2020-04-05,Netherlands,deaths_1m_pop,NA,96
2020-04-05,Netherlands,total_tests,NA,75415
2020-04-05,Netherlands,tests_1m_pop,NA,4401
2020-04-05,Netherlands,death_rate,Death Rate,9.93
2020-04-05,Canada,total_cases,Total Cases,14018
2020-04-05,Canada,new_cases,New Cases,106
2020-04-05,Canada,total_deaths,Total Deaths,233
2020-04-05,Canada,new_deaths,NA,2
2020-04-05,Canada,total_recovered,Total Recovered,2603
2020-04-05,Canada,active_cases,Active Cases,11182
2020-04-05,Canada,serious_critical,Serious Critical,426
2020-04-05,Canada,tot_cases_1m_pop,Total Cases per 1m Population,371
2020-04-05,Canada,deaths_1m_pop,NA,6
2020-04-05,Canada,total_tests,NA,317972
2020-04-05,Canada,tests_1m_pop,NA,8425
2020-04-05,Canada,death_rate,Death Rate,1.66
2020-04-05,Austria,total_cases,Total Cases,11781
2020-04-05,Austria,new_cases,New Cases,NA
2020-04-05,Austria,total_deaths,Total Deaths,186
2020-04-05,Austria,new_deaths,NA,NA
2020-04-05,Austria,total_recovered,Total Recovered,2507
2020-04-05,Austria,active_cases,Active Cases,9088
2020-04-05,Austria,serious_critical,Serious Critical,245
2020-04-05,Austria,tot_cases_1m_pop,Total Cases per 1m Population,1308
2020-04-05,Austria,deaths_1m_pop,NA,21
2020-04-05,Austria,total_tests,NA,104134
2020-04-05,Austria,tests_1m_pop,NA,11562
2020-04-05,Austria,death_rate,Death Rate,1.58
2020-04-05,Portugal,total_cases,Total Cases,10524
2020-04-05,Portugal,new_cases,New Cases,NA
2020-04-05,Portugal,total_deaths,Total Deaths,266
2020-04-05,Portugal,new_deaths,NA,NA
2020-04-05,Portugal,total_recovered,Total Recovered,75
2020-04-05,Portugal,active_cases,Active Cases,10183
2020-04-05,Portugal,serious_critical,Serious Critical,251
2020-04-05,Portugal,tot_cases_1m_pop,Total Cases per 1m Population,1032
2020-04-05,Portugal,deaths_1m_pop,NA,26
2020-04-05,Portugal,total_tests,NA,81087
2020-04-05,Portugal,tests_1m_pop,NA,7952
2020-04-05,Portugal,death_rate,Death Rate,2.53
2020-04-05,Brazil,total_cases,Total Cases,10360
2020-04-05,Brazil,new_cases,New Cases,NA
2020-04-05,Brazil,total_deaths,Total Deaths,445
2020-04-05,Brazil,new_deaths,NA,NA
2020-04-05,Brazil,total_recovered,Total Recovered,127
2020-04-05,Brazil,active_cases,Active Cases,9788
2020-04-05,Brazil,serious_critical,Serious Critical,296
2020-04-05,Brazil,tot_cases_1m_pop,Total Cases per 1m Population,49
2020-04-05,Brazil,deaths_1m_pop,NA,2
2020-04-05,Brazil,total_tests,NA,54824
2020-04-05,Brazil,tests_1m_pop,NA,258
2020-04-05,Brazil,death_rate,Death Rate,4.3
2020-04-05,South Korea,total_cases,Total Cases,10237
2020-04-05,South Korea,new_cases,New Cases,81
2020-04-05,South Korea,total_deaths,Total Deaths,183
2020-04-05,South Korea,new_deaths,NA,6
2020-04-05,South Korea,total_recovered,Total Recovered,6463
2020-04-05,South Korea,active_cases,Active Cases,3591
2020-04-05,South Korea,serious_critical,Serious Critical,55
2020-04-05,South Korea,tot_cases_1m_pop,Total Cases per 1m Population,200
2020-04-05,South Korea,deaths_1m_pop,NA,4
2020-04-05,South Korea,total_tests,NA,461233
2020-04-05,South Korea,tests_1m_pop,NA,8996
2020-04-05,South Korea,death_rate,Death Rate,1.79
2020-04-05,Israel,total_cases,Total Cases,8018
2020-04-05,Israel,new_cases,New Cases,167
2020-04-05,Israel,total_deaths,Total Deaths,46
2020-04-05,Israel,new_deaths,NA,2
2020-04-05,Israel,total_recovered,Total Recovered,477
2020-04-05,Israel,active_cases,Active Cases,7495
2020-04-05,Israel,serious_critical,Serious Critical,127
2020-04-05,Israel,tot_cases_1m_pop,Total Cases per 1m Population,926
2020-04-05,Israel,deaths_1m_pop,NA,5
2020-04-05,Israel,total_tests,NA,90394
2020-04-05,Israel,tests_1m_pop,NA,10443
2020-04-05,Israel,death_rate,Death Rate,0.57
2020-04-05,Sweden,total_cases,Total Cases,6443
2020-04-05,Sweden,new_cases,New Cases,NA
2020-04-05,Sweden,total_deaths,Total Deaths,373
2020-04-05,Sweden,new_deaths,NA,NA
2020-04-05,Sweden,total_recovered,Total Recovered,205
2020-04-05,Sweden,active_cases,Active Cases,5865
2020-04-05,Sweden,serious_critical,Serious Critical,379
2020-04-05,Sweden,tot_cases_1m_pop,Total Cases per 1m Population,638
2020-04-05,Sweden,deaths_1m_pop,NA,37
2020-04-05,Sweden,total_tests,NA,36900
2020-04-05,Sweden,tests_1m_pop,NA,3654
2020-04-05,Sweden,death_rate,Death Rate,5.79
2020-04-05,Australia,total_cases,Total Cases,5635
2020-04-05,Australia,new_cases,New Cases,85
2020-04-05,Australia,total_deaths,Total Deaths,34
2020-04-05,Australia,new_deaths,NA,4
2020-04-05,Australia,total_recovered,Total Recovered,585
2020-04-05,Australia,active_cases,Active Cases,5016
2020-04-05,Australia,serious_critical,Serious Critical,85
2020-04-05,Australia,tot_cases_1m_pop,Total Cases per 1m Population,221
2020-04-05,Australia,deaths_1m_pop,NA,1
2020-04-05,Australia,total_tests,NA,291000
2020-04-05,Australia,tests_1m_pop,NA,11412
2020-04-05,Australia,death_rate,Death Rate,0.6
2020-04-05,Norway,total_cases,Total Cases,5550
2020-04-05,Norway,new_cases,New Cases,NA
2020-04-05,Norway,total_deaths,Total Deaths,62
2020-04-05,Norway,new_deaths,NA,NA
2020-04-05,Norway,total_recovered,Total Recovered,32
2020-04-05,Norway,active_cases,Active Cases,5456
2020-04-05,Norway,serious_critical,Serious Critical,98
2020-04-05,Norway,tot_cases_1m_pop,Total Cases per 1m Population,1024
2020-04-05,Norway,deaths_1m_pop,NA,11
2020-04-05,Norway,total_tests,NA,105865
2020-04-05,Norway,tests_1m_pop,NA,19528
2020-04-05,Norway,death_rate,Death Rate,1.12
2020-04-05,Russia,total_cases,Total Cases,4731
2020-04-05,Russia,new_cases,New Cases,NA
2020-04-05,Russia,total_deaths,Total Deaths,43
2020-04-05,Russia,new_deaths,NA,NA
2020-04-05,Russia,total_recovered,Total Recovered,333
2020-04-05,Russia,active_cases,Active Cases,4355
2020-04-05,Russia,serious_critical,Serious Critical,8
2020-04-05,Russia,tot_cases_1m_pop,Total Cases per 1m Population,32
2020-04-05,Russia,deaths_1m_pop,NA,0.3
2020-04-05,Russia,total_tests,NA,639606
2020-04-05,Russia,tests_1m_pop,NA,4383
2020-04-05,Russia,death_rate,Death Rate,0.91
2020-04-05,Ireland,total_cases,Total Cases,4604
2020-04-05,Ireland,new_cases,New Cases,NA
2020-04-05,Ireland,total_deaths,Total Deaths,137
2020-04-05,Ireland,new_deaths,NA,NA
2020-04-05,Ireland,total_recovered,Total Recovered,25
2020-04-05,Ireland,active_cases,Active Cases,4442
2020-04-05,Ireland,serious_critical,Serious Critical,148
2020-04-05,Ireland,tot_cases_1m_pop,Total Cases per 1m Population,932
2020-04-05,Ireland,deaths_1m_pop,NA,28
2020-04-05,Ireland,total_tests,NA,30213
2020-04-05,Ireland,tests_1m_pop,NA,6119
2020-04-05,Ireland,death_rate,Death Rate,2.98
2020-04-05,Czech Republic,total_cases,Total Cases,4475
2020-04-05,Czech Republic,new_cases,New Cases,3
2020-04-05,Czech Republic,total_deaths,Total Deaths,62
2020-04-05,Czech Republic,new_deaths,NA,3
2020-04-05,Czech Republic,total_recovered,Total Recovered,78
2020-04-05,Czech Republic,active_cases,Active Cases,4335
2020-04-05,Czech Republic,serious_critical,Serious Critical,87
2020-04-05,Czech Republic,tot_cases_1m_pop,Total Cases per 1m Population,418
2020-04-05,Czech Republic,deaths_1m_pop,NA,6
2020-04-05,Czech Republic,total_tests,NA,80304
2020-04-05,Czech Republic,tests_1m_pop,NA,7499
2020-04-05,Czech Republic,death_rate,Death Rate,1.39
2020-04-05,Chile,total_cases,Total Cases,4161
2020-04-05,Chile,new_cases,New Cases,NA
2020-04-05,Chile,total_deaths,Total Deaths,27
2020-04-05,Chile,new_deaths,NA,NA
2020-04-05,Chile,total_recovered,Total Recovered,528
2020-04-05,Chile,active_cases,Active Cases,3606
2020-04-05,Chile,serious_critical,Serious Critical,38
2020-04-05,Chile,tot_cases_1m_pop,Total Cases per 1m Population,218
2020-04-05,Chile,deaths_1m_pop,NA,1
2020-04-05,Chile,total_tests,NA,48613
2020-04-05,Chile,tests_1m_pop,NA,2543
2020-04-05,Chile,death_rate,Death Rate,0.65
2020-04-05,Denmark,total_cases,Total Cases,4077
2020-04-05,Denmark,new_cases,New Cases,NA
2020-04-05,Denmark,total_deaths,Total Deaths,161
2020-04-05,Denmark,new_deaths,NA,NA
2020-04-05,Denmark,total_recovered,Total Recovered,1283
2020-04-05,Denmark,active_cases,Active Cases,2633
2020-04-05,Denmark,serious_critical,Serious Critical,142
2020-04-05,Denmark,tot_cases_1m_pop,Total Cases per 1m Population,704
2020-04-05,Denmark,deaths_1m_pop,NA,28
2020-04-05,Denmark,total_tests,NA,45270
2020-04-05,Denmark,tests_1m_pop,NA,7816
2020-04-05,Denmark,death_rate,Death Rate,3.95
2020-04-05,Poland,total_cases,Total Cases,3627
2020-04-05,Poland,new_cases,New Cases,NA
2020-04-05,Poland,total_deaths,Total Deaths,79
2020-04-05,Poland,new_deaths,NA,NA
2020-04-05,Poland,total_recovered,Total Recovered,116
2020-04-05,Poland,active_cases,Active Cases,3432
2020-04-05,Poland,serious_critical,Serious Critical,50
2020-04-05,Poland,tot_cases_1m_pop,Total Cases per 1m Population,96
2020-04-05,Poland,deaths_1m_pop,NA,2
2020-04-05,Poland,total_tests,NA,72901
2020-04-05,Poland,tests_1m_pop,NA,1926
2020-04-05,Poland,death_rate,Death Rate,2.18
2020-04-05,Romania,total_cases,Total Cases,3613
2020-04-05,Romania,new_cases,New Cases,NA
2020-04-05,Romania,total_deaths,Total Deaths,146
2020-04-05,Romania,new_deaths,NA,NA
2020-04-05,Romania,total_recovered,Total Recovered,329
2020-04-05,Romania,active_cases,Active Cases,3138
2020-04-05,Romania,serious_critical,Serious Critical,119
2020-04-05,Romania,tot_cases_1m_pop,Total Cases per 1m Population,188
2020-04-05,Romania,deaths_1m_pop,NA,8
2020-04-05,Romania,total_tests,NA,36092
2020-04-05,Romania,tests_1m_pop,NA,1876
2020-04-05,Romania,death_rate,Death Rate,4.04
2020-04-05,India,total_cases,Total Cases,3588
2020-04-05,India,new_cases,New Cases,NA
2020-04-05,India,total_deaths,Total Deaths,99
2020-04-05,India,new_deaths,NA,NA
2020-04-05,India,total_recovered,Total Recovered,229
2020-04-05,India,active_cases,Active Cases,3260
2020-04-05,India,serious_critical,Serious Critical,NA
2020-04-05,India,tot_cases_1m_pop,Total Cases per 1m Population,3
2020-04-05,India,deaths_1m_pop,NA,0.07
2020-04-05,India,total_tests,NA,128320
2020-04-05,India,tests_1m_pop,NA,93
2020-04-05,India,death_rate,Death Rate,2.76
2020-04-05,Malaysia,total_cases,Total Cases,3483
2020-04-05,Malaysia,new_cases,New Cases,NA
2020-04-05,Malaysia,total_deaths,Total Deaths,57
2020-04-05,Malaysia,new_deaths,NA,NA
2020-04-05,Malaysia,total_recovered,Total Recovered,915
2020-04-05,Malaysia,active_cases,Active Cases,2511
2020-04-05,Malaysia,serious_critical,Serious Critical,99
2020-04-05,Malaysia,tot_cases_1m_pop,Total Cases per 1m Population,108
2020-04-05,Malaysia,deaths_1m_pop,NA,2
2020-04-05,Malaysia,total_tests,NA,49570
2020-04-05,Malaysia,tests_1m_pop,NA,1532
2020-04-05,Malaysia,death_rate,Death Rate,1.64
2020-04-05,Ecuador,total_cases,Total Cases,3465
2020-04-05,Ecuador,new_cases,New Cases,NA
2020-04-05,Ecuador,total_deaths,Total Deaths,172
2020-04-05,Ecuador,new_deaths,NA,NA
2020-04-05,Ecuador,total_recovered,Total Recovered,100
2020-04-05,Ecuador,active_cases,Active Cases,3193
2020-04-05,Ecuador,serious_critical,Serious Critical,100
2020-04-05,Ecuador,tot_cases_1m_pop,Total Cases per 1m Population,196
2020-04-05,Ecuador,deaths_1m_pop,NA,10
2020-04-05,Ecuador,total_tests,NA,11309
2020-04-05,Ecuador,tests_1m_pop,NA,641
2020-04-05,Ecuador,death_rate,Death Rate,4.96
2020-04-05,Japan,total_cases,Total Cases,3139
2020-04-05,Japan,new_cases,New Cases,NA
2020-04-05,Japan,total_deaths,Total Deaths,77
2020-04-05,Japan,new_deaths,NA,NA
2020-04-05,Japan,total_recovered,Total Recovered,514
2020-04-05,Japan,active_cases,Active Cases,2548
2020-04-05,Japan,serious_critical,Serious Critical,64
2020-04-05,Japan,tot_cases_1m_pop,Total Cases per 1m Population,25
2020-04-05,Japan,deaths_1m_pop,NA,0.6
2020-04-05,Japan,total_tests,NA,42882
2020-04-05,Japan,tests_1m_pop,NA,339
2020-04-05,Japan,death_rate,Death Rate,2.45
2020-04-05,Philippines,total_cases,Total Cases,3094
2020-04-05,Philippines,new_cases,New Cases,NA
2020-04-05,Philippines,total_deaths,Total Deaths,144
2020-04-05,Philippines,new_deaths,NA,NA
2020-04-05,Philippines,total_recovered,Total Recovered,57
2020-04-05,Philippines,active_cases,Active Cases,2893
2020-04-05,Philippines,serious_critical,Serious Critical,1
2020-04-05,Philippines,tot_cases_1m_pop,Total Cases per 1m Population,28
2020-04-05,Philippines,deaths_1m_pop,NA,1
2020-04-05,Philippines,total_tests,NA,16268
2020-04-05,Philippines,tests_1m_pop,NA,148
2020-04-05,Philippines,death_rate,Death Rate,4.65
2020-04-05,Pakistan,total_cases,Total Cases,2880
2020-04-05,Pakistan,new_cases,New Cases,62
2020-04-05,Pakistan,total_deaths,Total Deaths,45
2020-04-05,Pakistan,new_deaths,NA,4
2020-04-05,Pakistan,total_recovered,Total Recovered,170
2020-04-05,Pakistan,active_cases,Active Cases,2665
2020-04-05,Pakistan,serious_critical,Serious Critical,18
2020-04-05,Pakistan,tot_cases_1m_pop,Total Cases per 1m Population,13
2020-04-05,Pakistan,deaths_1m_pop,NA,0.2
2020-04-05,Pakistan,total_tests,NA,34885
2020-04-05,Pakistan,tests_1m_pop,NA,158
2020-04-05,Pakistan,death_rate,Death Rate,1.56
2020-04-05,Luxembourg,total_cases,Total Cases,2729
2020-04-05,Luxembourg,new_cases,New Cases,NA
2020-04-05,Luxembourg,total_deaths,Total Deaths,31
2020-04-05,Luxembourg,new_deaths,NA,NA
2020-04-05,Luxembourg,total_recovered,Total Recovered,500
2020-04-05,Luxembourg,active_cases,Active Cases,2198
2020-04-05,Luxembourg,serious_critical,Serious Critical,35
2020-04-05,Luxembourg,tot_cases_1m_pop,Total Cases per 1m Population,4360
2020-04-05,Luxembourg,deaths_1m_pop,NA,50
2020-04-05,Luxembourg,total_tests,NA,22793
2020-04-05,Luxembourg,tests_1m_pop,NA,36412
2020-04-05,Luxembourg,death_rate,Death Rate,1.14
2020-04-05,Saudi Arabia,total_cases,Total Cases,2370
2020-04-05,Saudi Arabia,new_cases,New Cases,191
2020-04-05,Saudi Arabia,total_deaths,Total Deaths,29
2020-04-05,Saudi Arabia,new_deaths,NA,NA
2020-04-05,Saudi Arabia,total_recovered,Total Recovered,420
2020-04-05,Saudi Arabia,active_cases,Active Cases,1921
2020-04-05,Saudi Arabia,serious_critical,Serious Critical,41
2020-04-05,Saudi Arabia,tot_cases_1m_pop,Total Cases per 1m Population,68
2020-04-05,Saudi Arabia,deaths_1m_pop,NA,0.8
2020-04-05,Saudi Arabia,total_tests,NA,NA
2020-04-05,Saudi Arabia,tests_1m_pop,NA,NA
2020-04-05,Saudi Arabia,death_rate,Death Rate,1.22
2020-04-05,Thailand,total_cases,Total Cases,2169
2020-04-05,Thailand,new_cases,New Cases,102
2020-04-05,Thailand,total_deaths,Total Deaths,23
2020-04-05,Thailand,new_deaths,NA,3
2020-04-05,Thailand,total_recovered,Total Recovered,674
2020-04-05,Thailand,active_cases,Active Cases,1472
2020-04-05,Thailand,serious_critical,Serious Critical,23
2020-04-05,Thailand,tot_cases_1m_pop,Total Cases per 1m Population,31
2020-04-05,Thailand,deaths_1m_pop,NA,0.3
2020-04-05,Thailand,total_tests,NA,24474
2020-04-05,Thailand,tests_1m_pop,NA,351
2020-04-05,Thailand,death_rate,Death Rate,1.06
2020-04-05,Indonesia,total_cases,Total Cases,2092
2020-04-05,Indonesia,new_cases,New Cases,NA
2020-04-05,Indonesia,total_deaths,Total Deaths,191
2020-04-05,Indonesia,new_deaths,NA,NA
2020-04-05,Indonesia,total_recovered,Total Recovered,150
2020-04-05,Indonesia,active_cases,Active Cases,1751
2020-04-05,Indonesia,serious_critical,Serious Critical,NA
2020-04-05,Indonesia,tot_cases_1m_pop,Total Cases per 1m Population,8
2020-04-05,Indonesia,deaths_1m_pop,NA,0.7
2020-04-05,Indonesia,total_tests,NA,9712
2020-04-05,Indonesia,tests_1m_pop,NA,36
2020-04-05,Indonesia,death_rate,Death Rate,9.13
2020-04-05,Finland,total_cases,Total Cases,1927
2020-04-05,Finland,new_cases,New Cases,45
2020-04-05,Finland,total_deaths,Total Deaths,25
2020-04-05,Finland,new_deaths,NA,NA
2020-04-05,Finland,total_recovered,Total Recovered,300
2020-04-05,Finland,active_cases,Active Cases,1602
2020-04-05,Finland,serious_critical,Serious Critical,73
2020-04-05,Finland,tot_cases_1m_pop,Total Cases per 1m Population,348
2020-04-05,Finland,deaths_1m_pop,NA,5
2020-04-05,Finland,total_tests,NA,29000
2020-04-05,Finland,tests_1m_pop,NA,5234
2020-04-05,Finland,death_rate,Death Rate,1.3
2020-04-05,Mexico,total_cases,Total Cases,1890
2020-04-05,Mexico,new_cases,New Cases,202
2020-04-05,Mexico,total_deaths,Total Deaths,79
2020-04-05,Mexico,new_deaths,NA,19
2020-04-05,Mexico,total_recovered,Total Recovered,633
2020-04-05,Mexico,active_cases,Active Cases,1178
2020-04-05,Mexico,serious_critical,Serious Critical,1
2020-04-05,Mexico,tot_cases_1m_pop,Total Cases per 1m Population,15
2020-04-05,Mexico,deaths_1m_pop,NA,0.6
2020-04-05,Mexico,total_tests,NA,15668
2020-04-05,Mexico,tests_1m_pop,NA,122
2020-04-05,Mexico,death_rate,Death Rate,4.18
2020-04-05,Panama,total_cases,Total Cases,1801
2020-04-05,Panama,new_cases,New Cases,NA
2020-04-05,Panama,total_deaths,Total Deaths,46
2020-04-05,Panama,new_deaths,NA,NA
2020-04-05,Panama,total_recovered,Total Recovered,13
2020-04-05,Panama,active_cases,Active Cases,1742
2020-04-05,Panama,serious_critical,Serious Critical,50
2020-04-05,Panama,tot_cases_1m_pop,Total Cases per 1m Population,417
2020-04-05,Panama,deaths_1m_pop,NA,11
2020-04-05,Panama,total_tests,NA,7333
2020-04-05,Panama,tests_1m_pop,NA,1700
2020-04-05,Panama,death_rate,Death Rate,2.55
2020-04-05,Peru,total_cases,Total Cases,1746
2020-04-05,Peru,new_cases,New Cases,NA
2020-04-05,Peru,total_deaths,Total Deaths,73
2020-04-05,Peru,new_deaths,NA,NA
2020-04-05,Peru,total_recovered,Total Recovered,914
2020-04-05,Peru,active_cases,Active Cases,759
2020-04-05,Peru,serious_critical,Serious Critical,88
2020-04-05,Peru,tot_cases_1m_pop,Total Cases per 1m Population,53
2020-04-05,Peru,deaths_1m_pop,NA,2
2020-04-05,Peru,total_tests,NA,17841
2020-04-05,Peru,tests_1m_pop,NA,541
2020-04-05,Peru,death_rate,Death Rate,4.18
2020-04-05,Greece,total_cases,Total Cases,1673
2020-04-05,Greece,new_cases,New Cases,NA
2020-04-05,Greece,total_deaths,Total Deaths,68
2020-04-05,Greece,new_deaths,NA,NA
2020-04-05,Greece,total_recovered,Total Recovered,78
2020-04-05,Greece,active_cases,Active Cases,1527
2020-04-05,Greece,serious_critical,Serious Critical,92
2020-04-05,Greece,tot_cases_1m_pop,Total Cases per 1m Population,161
2020-04-05,Greece,deaths_1m_pop,NA,7
2020-04-05,Greece,total_tests,NA,22437
2020-04-05,Greece,tests_1m_pop,NA,2153
2020-04-05,Greece,death_rate,Death Rate,4.06
2020-04-05,Serbia,total_cases,Total Cases,1624
2020-04-05,Serbia,new_cases,New Cases,NA
2020-04-05,Serbia,total_deaths,Total Deaths,44
2020-04-05,Serbia,new_deaths,NA,NA
2020-04-05,Serbia,total_recovered,Total Recovered,54
2020-04-05,Serbia,active_cases,Active Cases,1526
2020-04-05,Serbia,serious_critical,Serious Critical,89
