tstamp,country,observation,obs_ord,count
2020-04-03,United States,total_cases,Total Cases,238836
2020-04-03,United States,new_cases,New Cases,23833
2020-04-03,United States,total_deaths,Total Deaths,5768
2020-04-03,United States,new_deaths,NA,666
2020-04-03,United States,total_recovered,Total Recovered,10360
2020-04-03,United States,active_cases,Active Cases,222708
2020-04-03,United States,serious_critical,Serious Critical,5421
2020-04-03,United States,tot_cases_1m_pop,Total Cases per 1m Population,722
2020-04-03,United States,deaths_1m_pop,NA,17
2020-04-03,United States,death_rate,Death Rate,2.42
2020-04-03,Italy,total_cases,Total Cases,115242
2020-04-03,Italy,new_cases,New Cases,4668
2020-04-03,Italy,total_deaths,Total Deaths,13915
2020-04-03,Italy,new_deaths,NA,760
2020-04-03,Italy,total_recovered,Total Recovered,18278
2020-04-03,Italy,active_cases,Active Cases,83049
2020-04-03,Italy,serious_critical,Serious Critical,4053
2020-04-03,Italy,tot_cases_1m_pop,Total Cases per 1m Population,1906
2020-04-03,Italy,deaths_1m_pop,NA,230
2020-04-03,Italy,death_rate,Death Rate,12.07
2020-04-03,Spain,total_cases,Total Cases,110238
2020-04-03,Spain,new_cases,New Cases,6120
2020-04-03,Spain,total_deaths,Total Deaths,10096
2020-04-03,Spain,new_deaths,NA,709
2020-04-03,Spain,total_recovered,Total Recovered,26743
2020-04-03,Spain,active_cases,Active Cases,73399
2020-04-03,Spain,serious_critical,Serious Critical,6092
2020-04-03,Spain,tot_cases_1m_pop,Total Cases per 1m Population,2358
2020-04-03,Spain,deaths_1m_pop,NA,216
2020-04-03,Spain,death_rate,Death Rate,9.16
2020-04-03,Germany,total_cases,Total Cases,84688
2020-04-03,Germany,new_cases,New Cases,6707
2020-04-03,Germany,total_deaths,Total Deaths,1104
2020-04-03,Germany,new_deaths,NA,173
2020-04-03,Germany,total_recovered,Total Recovered,21400
2020-04-03,Germany,active_cases,Active Cases,62184
2020-04-03,Germany,serious_critical,Serious Critical,3936
2020-04-03,Germany,tot_cases_1m_pop,Total Cases per 1m Population,1011
2020-04-03,Germany,deaths_1m_pop,NA,13
2020-04-03,Germany,death_rate,Death Rate,1.3
2020-04-03,France,total_cases,Total Cases,59105
2020-04-03,France,new_cases,New Cases,2116
2020-04-03,France,total_deaths,Total Deaths,4503
2020-04-03,France,new_deaths,NA,471
2020-04-03,France,total_recovered,Total Recovered,12428
2020-04-03,France,active_cases,Active Cases,42174
2020-04-03,France,serious_critical,Serious Critical,6399
2020-04-03,France,tot_cases_1m_pop,Total Cases per 1m Population,905
2020-04-03,France,deaths_1m_pop,NA,69
2020-04-03,France,death_rate,Death Rate,7.62
2020-04-03,Iran,total_cases,Total Cases,50468
2020-04-03,Iran,new_cases,New Cases,2875
2020-04-03,Iran,total_deaths,Total Deaths,3160
2020-04-03,Iran,new_deaths,NA,124
2020-04-03,Iran,total_recovered,Total Recovered,16711
2020-04-03,Iran,active_cases,Active Cases,30597
2020-04-03,Iran,serious_critical,Serious Critical,3956
2020-04-03,Iran,tot_cases_1m_pop,Total Cases per 1m Population,601
2020-04-03,Iran,deaths_1m_pop,NA,38
2020-04-03,Iran,death_rate,Death Rate,6.26
2020-04-03,UK,total_cases,Total Cases,33718
2020-04-03,UK,new_cases,New Cases,4244
2020-04-03,UK,total_deaths,Total Deaths,2921
2020-04-03,UK,new_deaths,NA,569
2020-04-03,UK,total_recovered,Total Recovered,135
2020-04-03,UK,active_cases,Active Cases,30662
2020-04-03,UK,serious_critical,Serious Critical,163
2020-04-03,UK,tot_cases_1m_pop,Total Cases per 1m Population,497
2020-04-03,UK,deaths_1m_pop,NA,43
2020-04-03,UK,death_rate,Death Rate,8.66
2020-04-03,Switzerland,total_cases,Total Cases,18827
2020-04-03,Switzerland,new_cases,New Cases,1059
2020-04-03,Switzerland,total_deaths,Total Deaths,536
2020-04-03,Switzerland,new_deaths,NA,48
2020-04-03,Switzerland,total_recovered,Total Recovered,4013
2020-04-03,Switzerland,active_cases,Active Cases,14278
2020-04-03,Switzerland,serious_critical,Serious Critical,348
2020-04-03,Switzerland,tot_cases_1m_pop,Total Cases per 1m Population,2175
2020-04-03,Switzerland,deaths_1m_pop,NA,62
2020-04-03,Switzerland,death_rate,Death Rate,2.85
2020-04-03,Turkey,total_cases,Total Cases,18135
2020-04-03,Turkey,new_cases,New Cases,2456
2020-04-03,Turkey,total_deaths,Total Deaths,356
2020-04-03,Turkey,new_deaths,NA,79
2020-04-03,Turkey,total_recovered,Total Recovered,415
2020-04-03,Turkey,active_cases,Active Cases,17364
2020-04-03,Turkey,serious_critical,Serious Critical,1101
2020-04-03,Turkey,tot_cases_1m_pop,Total Cases per 1m Population,215
2020-04-03,Turkey,deaths_1m_pop,NA,4
2020-04-03,Turkey,death_rate,Death Rate,1.96
2020-04-03,Belgium,total_cases,Total Cases,15348
2020-04-03,Belgium,new_cases,New Cases,1384
2020-04-03,Belgium,total_deaths,Total Deaths,1011
2020-04-03,Belgium,new_deaths,NA,183
2020-04-03,Belgium,total_recovered,Total Recovered,2495
2020-04-03,Belgium,active_cases,Active Cases,11842
2020-04-03,Belgium,serious_critical,Serious Critical,1144
2020-04-03,Belgium,tot_cases_1m_pop,Total Cases per 1m Population,1324
2020-04-03,Belgium,deaths_1m_pop,NA,87
2020-04-03,Belgium,death_rate,Death Rate,6.59
2020-04-03,Netherlands,total_cases,Total Cases,14697
2020-04-03,Netherlands,new_cases,New Cases,1083
2020-04-03,Netherlands,total_deaths,Total Deaths,1339
2020-04-03,Netherlands,new_deaths,NA,166
2020-04-03,Netherlands,total_recovered,Total Recovered,250
2020-04-03,Netherlands,active_cases,Active Cases,13108
2020-04-03,Netherlands,serious_critical,Serious Critical,1053
2020-04-03,Netherlands,tot_cases_1m_pop,Total Cases per 1m Population,858
2020-04-03,Netherlands,deaths_1m_pop,NA,78
2020-04-03,Netherlands,death_rate,Death Rate,9.11
2020-04-03,Canada,total_cases,Total Cases,11118
2020-04-03,Canada,new_cases,New Cases,1387
2020-04-03,Canada,total_deaths,Total Deaths,134
2020-04-03,Canada,new_deaths,NA,20
2020-04-03,Canada,total_recovered,Total Recovered,1906
2020-04-03,Canada,active_cases,Active Cases,9078
2020-04-03,Canada,serious_critical,Serious Critical,120
2020-04-03,Canada,tot_cases_1m_pop,Total Cases per 1m Population,295
2020-04-03,Canada,deaths_1m_pop,NA,4
2020-04-03,Canada,death_rate,Death Rate,1.21
2020-04-03,Austria,total_cases,Total Cases,11108
2020-04-03,Austria,new_cases,New Cases,397
2020-04-03,Austria,total_deaths,Total Deaths,158
2020-04-03,Austria,new_deaths,NA,12
2020-04-03,Austria,total_recovered,Total Recovered,1749
2020-04-03,Austria,active_cases,Active Cases,9201
2020-04-03,Austria,serious_critical,Serious Critical,227
2020-04-03,Austria,tot_cases_1m_pop,Total Cases per 1m Population,1233
2020-04-03,Austria,deaths_1m_pop,NA,18
2020-04-03,Austria,death_rate,Death Rate,1.42
2020-04-03,South Korea,total_cases,Total Cases,9976
2020-04-03,South Korea,new_cases,New Cases,89
2020-04-03,South Korea,total_deaths,Total Deaths,169
2020-04-03,South Korea,new_deaths,NA,4
2020-04-03,South Korea,total_recovered,Total Recovered,5828
2020-04-03,South Korea,active_cases,Active Cases,3979
2020-04-03,South Korea,serious_critical,Serious Critical,55
2020-04-03,South Korea,tot_cases_1m_pop,Total Cases per 1m Population,195
2020-04-03,South Korea,deaths_1m_pop,NA,3
2020-04-03,South Korea,death_rate,Death Rate,1.69
2020-04-03,Portugal,total_cases,Total Cases,9034
2020-04-03,Portugal,new_cases,New Cases,783
2020-04-03,Portugal,total_deaths,Total Deaths,209
2020-04-03,Portugal,new_deaths,NA,22
2020-04-03,Portugal,total_recovered,Total Recovered,68
2020-04-03,Portugal,active_cases,Active Cases,8757
2020-04-03,Portugal,serious_critical,Serious Critical,230
2020-04-03,Portugal,tot_cases_1m_pop,Total Cases per 1m Population,886
2020-04-03,Portugal,deaths_1m_pop,NA,20
2020-04-03,Portugal,death_rate,Death Rate,2.31
2020-04-03,Brazil,total_cases,Total Cases,7910
2020-04-03,Brazil,new_cases,New Cases,1030
2020-04-03,Brazil,total_deaths,Total Deaths,299
2020-04-03,Brazil,new_deaths,NA,57
2020-04-03,Brazil,total_recovered,Total Recovered,127
2020-04-03,Brazil,active_cases,Active Cases,7484
2020-04-03,Brazil,serious_critical,Serious Critical,296
2020-04-03,Brazil,tot_cases_1m_pop,Total Cases per 1m Population,37
2020-04-03,Brazil,deaths_1m_pop,NA,1
2020-04-03,Brazil,death_rate,Death Rate,3.78
2020-04-03,Israel,total_cases,Total Cases,6857
2020-04-03,Israel,new_cases,New Cases,765
2020-04-03,Israel,total_deaths,Total Deaths,36
2020-04-03,Israel,new_deaths,NA,10
2020-04-03,Israel,total_recovered,Total Recovered,338
2020-04-03,Israel,active_cases,Active Cases,6483
2020-04-03,Israel,serious_critical,Serious Critical,107
2020-04-03,Israel,tot_cases_1m_pop,Total Cases per 1m Population,792
2020-04-03,Israel,deaths_1m_pop,NA,4
2020-04-03,Israel,death_rate,Death Rate,0.53
2020-04-03,Sweden,total_cases,Total Cases,5568
2020-04-03,Sweden,new_cases,New Cases,621
2020-04-03,Sweden,total_deaths,Total Deaths,308
2020-04-03,Sweden,new_deaths,NA,69
2020-04-03,Sweden,total_recovered,Total Recovered,103
2020-04-03,Sweden,active_cases,Active Cases,5157
2020-04-03,Sweden,serious_critical,Serious Critical,429
