tstamp,country,observation,obs_ord,count
2020-03-22,China,total_cases,Total Cases,81008
2020-03-22,China,new_cases,New Cases,41
2020-03-22,China,total_deaths,Total Deaths,3255
2020-03-22,China,new_deaths,NA,7
2020-03-22,China,total_recovered,Total Recovered,71740
2020-03-22,China,active_cases,Active Cases,6013
2020-03-22,China,serious_critical,Serious Critical,1927
2020-03-22,China,tot_cases_1m_pop,Total Cases per 1m Population,56
2020-03-22,China,death_rate,Death Rate,4.02
2020-03-22,Italy,total_cases,Total Cases,53578
2020-03-22,Italy,new_cases,New Cases,6557
2020-03-22,Italy,total_deaths,Total Deaths,4825
2020-03-22,Italy,new_deaths,NA,793
2020-03-22,Italy,total_recovered,Total Recovered,6072
2020-03-22,Italy,active_cases,Active Cases,42681
2020-03-22,Italy,serious_critical,Serious Critical,2857
2020-03-22,Italy,tot_cases_1m_pop,Total Cases per 1m Population,886
2020-03-22,Italy,death_rate,Death Rate,9.01
2020-03-22,Spain,total_cases,Total Cases,25374
2020-03-22,Spain,new_cases,New Cases,3803
2020-03-22,Spain,total_deaths,Total Deaths,1378
2020-03-22,Spain,new_deaths,NA,285
2020-03-22,Spain,total_recovered,Total Recovered,2125
2020-03-22,Spain,active_cases,Active Cases,21871
2020-03-22,Spain,serious_critical,Serious Critical,1612
2020-03-22,Spain,tot_cases_1m_pop,Total Cases per 1m Population,543
2020-03-22,Spain,death_rate,Death Rate,5.43
2020-03-22,United States,total_cases,Total Cases,24142
2020-03-22,United States,new_cases,New Cases,4759
2020-03-22,United States,total_deaths,Total Deaths,288
2020-03-22,United States,new_deaths,NA,32
2020-03-22,United States,total_recovered,Total Recovered,171
2020-03-22,United States,active_cases,Active Cases,23683
2020-03-22,United States,serious_critical,Serious Critical,64
2020-03-22,United States,tot_cases_1m_pop,Total Cases per 1m Population,73
2020-03-22,United States,death_rate,Death Rate,1.19
2020-03-22,Germany,total_cases,Total Cases,22213
2020-03-22,Germany,new_cases,New Cases,2365
2020-03-22,Germany,total_deaths,Total Deaths,84
2020-03-22,Germany,new_deaths,NA,16
2020-03-22,Germany,total_recovered,Total Recovered,209
2020-03-22,Germany,active_cases,Active Cases,21920
2020-03-22,Germany,serious_critical,Serious Critical,2
2020-03-22,Germany,tot_cases_1m_pop,Total Cases per 1m Population,265
2020-03-22,Germany,death_rate,Death Rate,0.38
2020-03-22,Iran,total_cases,Total Cases,20610
2020-03-22,Iran,new_cases,New Cases,966
2020-03-22,Iran,total_deaths,Total Deaths,1556
2020-03-22,Iran,new_deaths,NA,123
2020-03-22,Iran,total_recovered,Total Recovered,7635
2020-03-22,Iran,active_cases,Active Cases,11419
2020-03-22,Iran,serious_critical,Serious Critical,NA
2020-03-22,Iran,tot_cases_1m_pop,Total Cases per 1m Population,245
2020-03-22,Iran,death_rate,Death Rate,7.55
2020-03-22,France,total_cases,Total Cases,14459
2020-03-22,France,new_cases,New Cases,1847
