tstamp,country,observation,obs_ord,count
2020-04-04,Belgium,total_recovered,Total Recovered,2872
2020-04-04,Belgium,active_cases,Active Cases,12755
2020-04-04,Belgium,serious_critical,Serious Critical,1205
2020-04-04,Belgium,tot_cases_1m_pop,Total Cases per 1m Population,1447
2020-04-04,Belgium,deaths_1m_pop,NA,99
2020-04-04,Belgium,death_rate,Death Rate,6.82
2020-04-04,Netherlands,total_cases,Total Cases,15723
2020-04-04,Netherlands,new_cases,New Cases,1026
2020-04-04,Netherlands,total_deaths,Total Deaths,1487
2020-04-04,Netherlands,new_deaths,NA,148
2020-04-04,Netherlands,total_recovered,Total Recovered,250
2020-04-04,Netherlands,active_cases,Active Cases,13986
2020-04-04,Netherlands,serious_critical,Serious Critical,1324
2020-04-04,Netherlands,tot_cases_1m_pop,Total Cases per 1m Population,918
2020-04-04,Netherlands,deaths_1m_pop,NA,87
2020-04-04,Netherlands,death_rate,Death Rate,9.46
2020-04-04,Canada,total_cases,Total Cases,12375
2020-04-04,Canada,new_cases,New Cases,1092
2020-04-04,Canada,total_deaths,Total Deaths,208
2020-04-04,Canada,new_deaths,NA,35
2020-04-04,Canada,total_recovered,Total Recovered,2186
2020-04-04,Canada,active_cases,Active Cases,9981
2020-04-04,Canada,serious_critical,Serious Critical,120
2020-04-04,Canada,tot_cases_1m_pop,Total Cases per 1m Population,328
2020-04-04,Canada,deaths_1m_pop,NA,6
2020-04-04,Canada,death_rate,Death Rate,1.68
2020-04-04,Austria,total_cases,Total Cases,11506
2020-04-04,Austria,new_cases,New Cases,377
2020-04-04,Austria,total_deaths,Total Deaths,168
2020-04-04,Austria,new_deaths,NA,10
2020-04-04,Austria,total_recovered,Total Recovered,2022
2020-04-04,Austria,active_cases,Active Cases,9316
2020-04-04,Austria,serious_critical,Serious Critical,245
2020-04-04,Austria,tot_cases_1m_pop,Total Cases per 1m Population,1278
2020-04-04,Austria,deaths_1m_pop,NA,19
2020-04-04,Austria,death_rate,Death Rate,1.46
2020-04-04,South Korea,total_cases,Total Cases,10062
2020-04-04,South Korea,new_cases,New Cases,86
2020-04-04,South Korea,total_deaths,Total Deaths,174
2020-04-04,South Korea,new_deaths,NA,5
2020-04-04,South Korea,total_recovered,Total Recovered,6021
2020-04-04,South Korea,active_cases,Active Cases,3867
2020-04-04,South Korea,serious_critical,Serious Critical,55
2020-04-04,South Korea,tot_cases_1m_pop,Total Cases per 1m Population,196
2020-04-04,South Korea,deaths_1m_pop,NA,3
2020-04-04,South Korea,death_rate,Death Rate,1.73
2020-04-04,Portugal,total_cases,Total Cases,9886
2020-04-04,Portugal,new_cases,New Cases,852
2020-04-04,Portugal,total_deaths,Total Deaths,246
2020-04-04,Portugal,new_deaths,NA,37
2020-04-04,Portugal,total_recovered,Total Recovered,68
2020-04-04,Portugal,active_cases,Active Cases,9572
2020-04-04,Portugal,serious_critical,Serious Critical,245
2020-04-04,Portugal,tot_cases_1m_pop,Total Cases per 1m Population,970
2020-04-04,Portugal,deaths_1m_pop,NA,24
2020-04-04,Portugal,death_rate,Death Rate,2.49
2020-04-04,Brazil,total_cases,Total Cases,8261
2020-04-04,Brazil,new_cases,New Cases,217
2020-04-04,Brazil,total_deaths,Total Deaths,344
2020-04-04,Brazil,new_deaths,NA,20
2020-04-04,Brazil,total_recovered,Total Recovered,127
2020-04-04,Brazil,active_cases,Active Cases,7790
2020-04-04,Brazil,serious_critical,Serious Critical,296
2020-04-04,Brazil,tot_cases_1m_pop,Total Cases per 1m Population,39
2020-04-04,Brazil,deaths_1m_pop,NA,2
2020-04-04,Brazil,death_rate,Death Rate,4.16
2020-04-04,Israel,total_cases,Total Cases,7428
2020-04-04,Israel,new_cases,New Cases,571
2020-04-04,Israel,total_deaths,Total Deaths,40
2020-04-04,Israel,new_deaths,NA,4
2020-04-04,Israel,total_recovered,Total Recovered,338
2020-04-04,Israel,active_cases,Active Cases,7050
2020-04-04,Israel,serious_critical,Serious Critical,113
2020-04-04,Israel,tot_cases_1m_pop,Total Cases per 1m Population,858
2020-04-04,Israel,deaths_1m_pop,NA,5
2020-04-04,Israel,death_rate,Death Rate,0.54
2020-04-04,Sweden,total_cases,Total Cases,6131
2020-04-04,Sweden,new_cases,New Cases,563
2020-04-04,Sweden,total_deaths,Total Deaths,358
2020-04-04,Sweden,new_deaths,NA,50
2020-04-04,Sweden,total_recovered,Total Recovered,205
2020-04-04,Sweden,active_cases,Active Cases,5568
2020-04-04,Sweden,serious_critical,Serious Critical,469
2020-04-04,Sweden,tot_cases_1m_pop,Total Cases per 1m Population,607
2020-04-04,Sweden,deaths_1m_pop,NA,35
2020-04-04,Sweden,death_rate,Death Rate,5.84
2020-04-04,Norway,total_cases,Total Cases,5370
2020-04-04,Norway,new_cases,New Cases,223
2020-04-04,Norway,total_deaths,Total Deaths,59
2020-04-04,Norway,new_deaths,NA,9
2020-04-04,Norway,total_recovered,Total Recovered,32
2020-04-04,Norway,active_cases,Active Cases,5279
2020-04-04,Norway,serious_critical,Serious Critical,96
2020-04-04,Norway,tot_cases_1m_pop,Total Cases per 1m Population,991
2020-04-04,Norway,deaths_1m_pop,NA,11
2020-04-04,Norway,death_rate,Death Rate,1.1
2020-04-04,Australia,total_cases,Total Cases,5350
2020-04-04,Australia,new_cases,New Cases,36
2020-04-04,Australia,total_deaths,Total Deaths,28
2020-04-04,Australia,new_deaths,NA,3
2020-04-04,Australia,total_recovered,Total Recovered,585
2020-04-04,Australia,active_cases,Active Cases,4737
2020-04-04,Australia,serious_critical,Serious Critical,85
2020-04-04,Australia,tot_cases_1m_pop,Total Cases per 1m Population,210
2020-04-04,Australia,deaths_1m_pop,NA,1
2020-04-04,Australia,death_rate,Death Rate,0.52
2020-04-04,Ireland,total_cases,Total Cases,4273
2020-04-04,Ireland,new_cases,New Cases,424
2020-04-04,Ireland,total_deaths,Total Deaths,120
2020-04-04,Ireland,new_deaths,NA,22
2020-04-04,Ireland,total_recovered,Total Recovered,5
2020-04-04,Ireland,active_cases,Active Cases,4148
2020-04-04,Ireland,serious_critical,Serious Critical,109
2020-04-04,Ireland,tot_cases_1m_pop,Total Cases per 1m Population,865
2020-04-04,Ireland,deaths_1m_pop,NA,24
2020-04-04,Ireland,death_rate,Death Rate,2.81
2020-04-04,Russia,total_cases,Total Cases,4149
2020-04-04,Russia,new_cases,New Cases,601
2020-04-04,Russia,total_deaths,Total Deaths,34
2020-04-04,Russia,new_deaths,NA,4
2020-04-04,Russia,total_recovered,Total Recovered,281
2020-04-04,Russia,active_cases,Active Cases,3834
2020-04-04,Russia,serious_critical,Serious Critical,8
2020-04-04,Russia,tot_cases_1m_pop,Total Cases per 1m Population,28
2020-04-04,Russia,deaths_1m_pop,NA,0.2
2020-04-04,Russia,death_rate,Death Rate,0.82
2020-04-04,Czech Republic,total_cases,Total Cases,4091
2020-04-04,Czech Republic,new_cases,New Cases,233
2020-04-04,Czech Republic,total_deaths,Total Deaths,53
2020-04-04,Czech Republic,new_deaths,NA,9
2020-04-04,Czech Republic,total_recovered,Total Recovered,72
2020-04-04,Czech Republic,active_cases,Active Cases,3966
2020-04-04,Czech Republic,serious_critical,Serious Critical,77
2020-04-04,Czech Republic,tot_cases_1m_pop,Total Cases per 1m Population,382
2020-04-04,Czech Republic,deaths_1m_pop,NA,5
2020-04-04,Czech Republic,death_rate,Death Rate,1.3
2020-04-04,Denmark,total_cases,Total Cases,3757
2020-04-04,Denmark,new_cases,New Cases,371
2020-04-04,Denmark,total_deaths,Total Deaths,139
2020-04-04,Denmark,new_deaths,NA,16
2020-04-04,Denmark,total_recovered,Total Recovered,1193
2020-04-04,Denmark,active_cases,Active Cases,2425
2020-04-04,Denmark,serious_critical,Serious Critical,153
2020-04-04,Denmark,tot_cases_1m_pop,Total Cases per 1m Population,649
2020-04-04,Denmark,deaths_1m_pop,NA,24
2020-04-04,Denmark,death_rate,Death Rate,3.7
2020-04-04,Chile,total_cases,Total Cases,3737
2020-04-04,Chile,new_cases,New Cases,333
2020-04-04,Chile,total_deaths,Total Deaths,22
2020-04-04,Chile,new_deaths,NA,4
2020-04-04,Chile,total_recovered,Total Recovered,427
2020-04-04,Chile,active_cases,Active Cases,3288
2020-04-04,Chile,serious_critical,Serious Critical,31
2020-04-04,Chile,tot_cases_1m_pop,Total Cases per 1m Population,195
2020-04-04,Chile,deaths_1m_pop,NA,1
2020-04-04,Chile,death_rate,Death Rate,0.59
2020-04-04,Ecuador,total_cases,Total Cases,3368
2020-04-04,Ecuador,new_cases,New Cases,205
2020-04-04,Ecuador,total_deaths,Total Deaths,145
2020-04-04,Ecuador,new_deaths,NA,25
2020-04-04,Ecuador,total_recovered,Total Recovered,65
2020-04-04,Ecuador,active_cases,Active Cases,3158
2020-04-04,Ecuador,serious_critical,Serious Critical,100
2020-04-04,Ecuador,tot_cases_1m_pop,Total Cases per 1m Population,191
2020-04-04,Ecuador,deaths_1m_pop,NA,8
2020-04-04,Ecuador,death_rate,Death Rate,4.31
2020-04-04,Malaysia,total_cases,Total Cases,3333
2020-04-04,Malaysia,new_cases,New Cases,217
2020-04-04,Malaysia,total_deaths,Total Deaths,53
2020-04-04,Malaysia,new_deaths,NA,3
2020-04-04,Malaysia,total_recovered,Total Recovered,827
2020-04-04,Malaysia,active_cases,Active Cases,2453
2020-04-04,Malaysia,serious_critical,Serious Critical,108
2020-04-04,Malaysia,tot_cases_1m_pop,Total Cases per 1m Population,103
2020-04-04,Malaysia,deaths_1m_pop,NA,2
2020-04-04,Malaysia,death_rate,Death Rate,1.59
2020-04-04,Poland,total_cases,Total Cases,3266
2020-04-04,Poland,new_cases,New Cases,320
2020-04-04,Poland,total_deaths,Total Deaths,65
2020-04-04,Poland,new_deaths,NA,8
2020-04-04,Poland,total_recovered,Total Recovered,56
2020-04-04,Poland,active_cases,Active Cases,3145
2020-04-04,Poland,serious_critical,Serious Critical,50
2020-04-04,Poland,tot_cases_1m_pop,Total Cases per 1m Population,86
2020-04-04,Poland,deaths_1m_pop,NA,2
2020-04-04,Poland,death_rate,Death Rate,1.99
2020-04-04,Romania,total_cases,Total Cases,3183
2020-04-04,Romania,new_cases,New Cases,445
2020-04-04,Romania,total_deaths,Total Deaths,133
2020-04-04,Romania,new_deaths,NA,18
2020-04-04,Romania,total_recovered,Total Recovered,283
2020-04-04,Romania,active_cases,Active Cases,2767
2020-04-04,Romania,serious_critical,Serious Critical,83
2020-04-04,Romania,tot_cases_1m_pop,Total Cases per 1m Population,165
2020-04-04,Romania,deaths_1m_pop,NA,7
2020-04-04,Romania,death_rate,Death Rate,4.18
2020-04-04,Philippines,total_cases,Total Cases,3018
2020-04-04,Philippines,new_cases,New Cases,385
2020-04-04,Philippines,total_deaths,Total Deaths,136
2020-04-04,Philippines,new_deaths,NA,29
2020-04-04,Philippines,total_recovered,Total Recovered,52
2020-04-04,Philippines,active_cases,Active Cases,2830
2020-04-04,Philippines,serious_critical,Serious Critical,1
2020-04-04,Philippines,tot_cases_1m_pop,Total Cases per 1m Population,28
2020-04-04,Philippines,deaths_1m_pop,NA,1
2020-04-04,Philippines,death_rate,Death Rate,4.51
2020-04-04,Pakistan,total_cases,Total Cases,2684
2020-04-04,Pakistan,new_cases,New Cases,263
2020-04-04,Pakistan,total_deaths,Total Deaths,40
2020-04-04,Pakistan,new_deaths,NA,6
2020-04-04,Pakistan,total_recovered,Total Recovered,126
2020-04-04,Pakistan,active_cases,Active Cases,2518
2020-04-04,Pakistan,serious_critical,Serious Critical,10
2020-04-04,Pakistan,tot_cases_1m_pop,Total Cases per 1m Population,12
2020-04-04,Pakistan,deaths_1m_pop,NA,0.2
2020-04-04,Pakistan,death_rate,Death Rate,1.49
2020-04-04,Japan,total_cases,Total Cases,2617
2020-04-04,Japan,new_cases,New Cases,NA
2020-04-04,Japan,total_deaths,Total Deaths,63
2020-04-04,Japan,new_deaths,NA,NA
2020-04-04,Japan,total_recovered,Total Recovered,514
2020-04-04,Japan,active_cases,Active Cases,2040
2020-04-04,Japan,serious_critical,Serious Critical,60
2020-04-04,Japan,tot_cases_1m_pop,Total Cases per 1m Population,21
2020-04-04,Japan,deaths_1m_pop,NA,0.5
2020-04-04,Japan,death_rate,Death Rate,2.41
2020-04-04,Luxembourg,total_cases,Total Cases,2612
2020-04-04,Luxembourg,new_cases,New Cases,125
2020-04-04,Luxembourg,total_deaths,Total Deaths,31
2020-04-04,Luxembourg,new_deaths,NA,1
2020-04-04,Luxembourg,total_recovered,Total Recovered,500
2020-04-04,Luxembourg,active_cases,Active Cases,2081
2020-04-04,Luxembourg,serious_critical,Serious Critical,33
2020-04-04,Luxembourg,tot_cases_1m_pop,Total Cases per 1m Population,4173
2020-04-04,Luxembourg,deaths_1m_pop,NA,50
2020-04-04,Luxembourg,death_rate,Death Rate,1.19
2020-04-04,India,total_cases,Total Cases,2567
2020-04-04,India,new_cases,New Cases,24
2020-04-04,India,total_deaths,Total Deaths,72
2020-04-04,India,new_deaths,NA,NA
2020-04-04,India,total_recovered,Total Recovered,192
2020-04-04,India,active_cases,Active Cases,2303
2020-04-04,India,serious_critical,Serious Critical,NA
2020-04-04,India,tot_cases_1m_pop,Total Cases per 1m Population,2
2020-04-04,India,deaths_1m_pop,NA,0.05
2020-04-04,India,death_rate,Death Rate,2.8
2020-04-04,Saudi Arabia,total_cases,Total Cases,2039
2020-04-04,Saudi Arabia,new_cases,New Cases,154
2020-04-04,Saudi Arabia,total_deaths,Total Deaths,25
2020-04-04,Saudi Arabia,new_deaths,NA,4
2020-04-04,Saudi Arabia,total_recovered,Total Recovered,351
2020-04-04,Saudi Arabia,active_cases,Active Cases,1663
2020-04-04,Saudi Arabia,serious_critical,Serious Critical,41
2020-04-04,Saudi Arabia,tot_cases_1m_pop,Total Cases per 1m Population,59
2020-04-04,Saudi Arabia,deaths_1m_pop,NA,0.7
2020-04-04,Saudi Arabia,death_rate,Death Rate,1.23
2020-04-04,Indonesia,total_cases,Total Cases,1986
2020-04-04,Indonesia,new_cases,New Cases,196
2020-04-04,Indonesia,total_deaths,Total Deaths,181
2020-04-04,Indonesia,new_deaths,NA,11
2020-04-04,Indonesia,total_recovered,Total Recovered,134
2020-04-04,Indonesia,active_cases,Active Cases,1671
2020-04-04,Indonesia,serious_critical,Serious Critical,NA
2020-04-04,Indonesia,tot_cases_1m_pop,Total Cases per 1m Population,7
2020-04-04,Indonesia,deaths_1m_pop,NA,0.7
2020-04-04,Indonesia,death_rate,Death Rate,9.11
2020-04-04,Thailand,total_cases,Total Cases,1978
2020-04-04,Thailand,new_cases,New Cases,103
2020-04-04,Thailand,total_deaths,Total Deaths,19
2020-04-04,Thailand,new_deaths,NA,4
2020-04-04,Thailand,total_recovered,Total Recovered,612
2020-04-04,Thailand,active_cases,Active Cases,1347
2020-04-04,Thailand,serious_critical,Serious Critical,23
2020-04-04,Thailand,tot_cases_1m_pop,Total Cases per 1m Population,28
2020-04-04,Thailand,deaths_1m_pop,NA,0.3
2020-04-04,Thailand,death_rate,Death Rate,0.96
2020-04-04,Finland,total_cases,Total Cases,1615
2020-04-04,Finland,new_cases,New Cases,97
2020-04-04,Finland,total_deaths,Total Deaths,20
2020-04-04,Finland,new_deaths,NA,1
2020-04-04,Finland,total_recovered,Total Recovered,300
2020-04-04,Finland,active_cases,Active Cases,1295
2020-04-04,Finland,serious_critical,Serious Critical,72
2020-04-04,Finland,tot_cases_1m_pop,Total Cases per 1m Population,291
2020-04-04,Finland,deaths_1m_pop,NA,4
2020-04-04,Finland,death_rate,Death Rate,1.24
2020-04-04,Greece,total_cases,Total Cases,1613
2020-04-04,Greece,new_cases,New Cases,69
2020-04-04,Greece,total_deaths,Total Deaths,62
2020-04-04,Greece,new_deaths,NA,9
2020-04-04,Greece,total_recovered,Total Recovered,78
2020-04-04,Greece,active_cases,Active Cases,1473
2020-04-04,Greece,serious_critical,Serious Critical,92
2020-04-04,Greece,tot_cases_1m_pop,Total Cases per 1m Population,155
2020-04-04,Greece,deaths_1m_pop,NA,6
2020-04-04,Greece,death_rate,Death Rate,3.84
2020-04-04,Peru,total_cases,Total Cases,1595
2020-04-04,Peru,new_cases,New Cases,181
2020-04-04,Peru,total_deaths,Total Deaths,61
2020-04-04,Peru,new_deaths,NA,6
2020-04-04,Peru,total_recovered,Total Recovered,537
2020-04-04,Peru,active_cases,Active Cases,997
2020-04-04,Peru,serious_critical,Serious Critical,51
2020-04-04,Peru,tot_cases_1m_pop,Total Cases per 1m Population,48
2020-04-04,Peru,deaths_1m_pop,NA,2
2020-04-04,Peru,death_rate,Death Rate,3.82
2020-04-04,Mexico,total_cases,Total Cases,1510
2020-04-04,Mexico,new_cases,New Cases,132
2020-04-04,Mexico,total_deaths,Total Deaths,50
2020-04-04,Mexico,new_deaths,NA,13
2020-04-04,Mexico,total_recovered,Total Recovered,633
2020-04-04,Mexico,active_cases,Active Cases,827
2020-04-04,Mexico,serious_critical,Serious Critical,1
2020-04-04,Mexico,tot_cases_1m_pop,Total Cases per 1m Population,12
2020-04-04,Mexico,deaths_1m_pop,NA,0.4
2020-04-04,Mexico,death_rate,Death Rate,3.31
2020-04-04,South Africa,total_cases,Total Cases,1505
2020-04-04,South Africa,new_cases,New Cases,43
2020-04-04,South Africa,total_deaths,Total Deaths,9
2020-04-04,South Africa,new_deaths,NA,4
2020-04-04,South Africa,total_recovered,Total Recovered,95
2020-04-04,South Africa,active_cases,Active Cases,1401
2020-04-04,South Africa,serious_critical,Serious Critical,7
2020-04-04,South Africa,tot_cases_1m_pop,Total Cases per 1m Population,25
2020-04-04,South Africa,deaths_1m_pop,NA,0.2
2020-04-04,South Africa,death_rate,Death Rate,0.6
2020-04-04,Dominican Republic,total_cases,Total Cases,1488
2020-04-04,Dominican Republic,new_cases,New Cases,108
2020-04-04,Dominican Republic,total_deaths,Total Deaths,68
2020-04-04,Dominican Republic,new_deaths,NA,8
2020-04-04,Dominican Republic,total_recovered,Total Recovered,16
2020-04-04,Dominican Republic,active_cases,Active Cases,1404
2020-04-04,Dominican Republic,serious_critical,Serious Critical,147
2020-04-04,Dominican Republic,tot_cases_1m_pop,Total Cases per 1m Population,137
2020-04-04,Dominican Republic,deaths_1m_pop,NA,6
2020-04-04,Dominican Republic,death_rate,Death Rate,4.57
2020-04-04,Serbia,total_cases,Total Cases,1476
2020-04-04,Serbia,new_cases,New Cases,305
2020-04-04,Serbia,total_deaths,Total Deaths,39
2020-04-04,Serbia,new_deaths,NA,8
2020-04-04,Serbia,total_recovered,Total Recovered,42
2020-04-04,Serbia,active_cases,Active Cases,1395
2020-04-04,Serbia,serious_critical,Serious Critical,81
2020-04-04,Serbia,tot_cases_1m_pop,Total Cases per 1m Population,169
2020-04-04,Serbia,deaths_1m_pop,NA,4
2020-04-04,Serbia,death_rate,Death Rate,2.64
2020-04-04,Panama,total_cases,Total Cases,1475
2020-04-04,Panama,new_cases,New Cases,NA
2020-04-04,Panama,total_deaths,Total Deaths,37
2020-04-04,Panama,new_deaths,NA,NA
2020-04-04,Panama,total_recovered,Total Recovered,10
2020-04-04,Panama,active_cases,Active Cases,1428
2020-04-04,Panama,serious_critical,Serious Critical,50
2020-04-04,Panama,tot_cases_1m_pop,Total Cases per 1m Population,342
2020-04-04,Panama,deaths_1m_pop,NA,9
2020-04-04,Panama,death_rate,Death Rate,2.51
2020-04-04,Iceland,total_cases,Total Cases,1364
2020-04-04,Iceland,new_cases,New Cases,45
2020-04-04,Iceland,total_deaths,Total Deaths,4
2020-04-04,Iceland,new_deaths,NA,NA
2020-04-04,Iceland,total_recovered,Total Recovered,309
2020-04-04,Iceland,active_cases,Active Cases,1051
2020-04-04,Iceland,serious_critical,Serious Critical,12
2020-04-04,Iceland,tot_cases_1m_pop,Total Cases per 1m Population,3997
2020-04-04,Iceland,deaths_1m_pop,NA,12
2020-04-04,Iceland,death_rate,Death Rate,0.29
2020-04-04,Argentina,total_cases,Total Cases,1265
2020-04-04,Argentina,new_cases,New Cases,NA
2020-04-04,Argentina,total_deaths,Total Deaths,39
2020-04-04,Argentina,new_deaths,NA,3
2020-04-04,Argentina,total_recovered,Total Recovered,266
2020-04-04,Argentina,active_cases,Active Cases,960
2020-04-04,Argentina,serious_critical,Serious Critical,NA
2020-04-04,Argentina,tot_cases_1m_pop,Total Cases per 1m Population,28
2020-04-04,Argentina,deaths_1m_pop,NA,0.9
2020-04-04,Argentina,death_rate,Death Rate,3.08
2020-04-04,UAE,total_cases,Total Cases,1264
2020-04-04,UAE,new_cases,New Cases,240
2020-04-04,UAE,total_deaths,Total Deaths,9
2020-04-04,UAE,new_deaths,NA,1
2020-04-04,UAE,total_recovered,Total Recovered,108
2020-04-04,UAE,active_cases,Active Cases,1147
2020-04-04,UAE,serious_critical,Serious Critical,2
2020-04-04,UAE,tot_cases_1m_pop,Total Cases per 1m Population,128
2020-04-04,UAE,deaths_1m_pop,NA,0.9
2020-04-04,UAE,death_rate,Death Rate,0.71
2020-04-04,Algeria,total_cases,Total Cases,1171
2020-04-04,Algeria,new_cases,New Cases,185
2020-04-04,Algeria,total_deaths,Total Deaths,105
2020-04-04,Algeria,new_deaths,NA,19
2020-04-04,Algeria,total_recovered,Total Recovered,62
2020-04-04,Algeria,active_cases,Active Cases,1004
2020-04-04,Algeria,serious_critical,Serious Critical,NA
2020-04-04,Algeria,tot_cases_1m_pop,Total Cases per 1m Population,27
2020-04-04,Algeria,deaths_1m_pop,NA,2
2020-04-04,Algeria,death_rate,Death Rate,8.97
2020-04-04,Colombia,total_cases,Total Cases,1161
2020-04-04,Colombia,new_cases,New Cases,NA
2020-04-04,Colombia,total_deaths,Total Deaths,19
2020-04-04,Colombia,new_deaths,NA,NA
2020-04-04,Colombia,total_recovered,Total Recovered,55
2020-04-04,Colombia,active_cases,Active Cases,1087
2020-04-04,Colombia,serious_critical,Serious Critical,50
2020-04-04,Colombia,tot_cases_1m_pop,Total Cases per 1m Population,23
2020-04-04,Colombia,deaths_1m_pop,NA,0.4
2020-04-04,Colombia,death_rate,Death Rate,1.64
2020-04-04,Singapore,total_cases,Total Cases,1114
2020-04-04,Singapore,new_cases,New Cases,65
2020-04-04,Singapore,total_deaths,Total Deaths,5
2020-04-04,Singapore,new_deaths,NA,1
2020-04-04,Singapore,total_recovered,Total Recovered,282
2020-04-04,Singapore,active_cases,Active Cases,827
2020-04-04,Singapore,serious_critical,Serious Critical,24
2020-04-04,Singapore,tot_cases_1m_pop,Total Cases per 1m Population,190
2020-04-04,Singapore,deaths_1m_pop,NA,0.9
2020-04-04,Singapore,death_rate,Death Rate,0.45
2020-04-04,Croatia,total_cases,Total Cases,1079
2020-04-04,Croatia,new_cases,New Cases,68
2020-04-04,Croatia,total_deaths,Total Deaths,8
2020-04-04,Croatia,new_deaths,NA,1
