tstamp,country,observation,obs_ord,count
2020-04-06,World,total_cases,Total Cases,NA
2020-04-06,World,new_cases,New Cases,61178
2020-04-06,World,total_deaths,Total Deaths,NA
2020-04-06,World,new_deaths,NA,3811
2020-04-06,World,total_recovered,Total Recovered,260217
2020-04-06,World,active_cases,Active Cases,933915
2020-04-06,World,serious_critical,Serious Critical,45490
2020-04-06,World,tot_cases_1m_pop,Total Cases per 1m Population,162
2020-04-06,World,deaths_1m_pop,NA,8.8
2020-04-06,World,total_tests,NA,NA
2020-04-06,World,tests_1m_pop,NA,NA
2020-04-06,World,death_rate,Death Rate,NA
2020-04-06,United States,total_cases,Total Cases,332594
2020-04-06,United States,new_cases,New Cases,21237
2020-04-06,United States,total_deaths,Total Deaths,9504
2020-04-06,United States,new_deaths,NA,1052
2020-04-06,United States,total_recovered,Total Recovered,17018
2020-04-06,United States,active_cases,Active Cases,306072
2020-04-06,United States,serious_critical,Serious Critical,8583
2020-04-06,United States,tot_cases_1m_pop,Total Cases per 1m Population,1005
2020-04-06,United States,deaths_1m_pop,NA,29
2020-04-06,United States,total_tests,NA,NA
2020-04-06,United States,tests_1m_pop,NA,5287
2020-04-06,United States,death_rate,Death Rate,2.86
2020-04-06,Spain,total_cases,Total Cases,130759
2020-04-06,Spain,new_cases,New Cases,4591
2020-04-06,Spain,total_deaths,Total Deaths,12418
2020-04-06,Spain,new_deaths,NA,471
2020-04-06,Spain,total_recovered,Total Recovered,38080
2020-04-06,Spain,active_cases,Active Cases,80261
2020-04-06,Spain,serious_critical,Serious Critical,6861
2020-04-06,Spain,tot_cases_1m_pop,Total Cases per 1m Population,2797
2020-04-06,Spain,deaths_1m_pop,NA,266
2020-04-06,Spain,total_tests,NA,355000
2020-04-06,Spain,tests_1m_pop,NA,7593
2020-04-06,Spain,death_rate,Death Rate,9.5
2020-04-06,Italy,total_cases,Total Cases,128948
2020-04-06,Italy,new_cases,New Cases,4316
2020-04-06,Italy,total_deaths,Total Deaths,15887
2020-04-06,Italy,new_deaths,NA,525
2020-04-06,Italy,total_recovered,Total Recovered,21815
2020-04-06,Italy,active_cases,Active Cases,91246
2020-04-06,Italy,serious_critical,Serious Critical,3977
2020-04-06,Italy,tot_cases_1m_pop,Total Cases per 1m Population,2133
2020-04-06,Italy,deaths_1m_pop,NA,263
2020-04-06,Italy,total_tests,NA,691461
2020-04-06,Italy,tests_1m_pop,NA,11436
2020-04-06,Italy,death_rate,Death Rate,12.32
2020-04-06,Germany,total_cases,Total Cases,100009
2020-04-06,Germany,new_cases,New Cases,3917
2020-04-06,Germany,total_deaths,Total Deaths,1575
2020-04-06,Germany,new_deaths,NA,131
2020-04-06,Germany,total_recovered,Total Recovered,28700
2020-04-06,Germany,active_cases,Active Cases,69734
2020-04-06,Germany,serious_critical,Serious Critical,3936
2020-04-06,Germany,tot_cases_1m_pop,Total Cases per 1m Population,1194
2020-04-06,Germany,deaths_1m_pop,NA,19
2020-04-06,Germany,total_tests,NA,918460
2020-04-06,Germany,tests_1m_pop,NA,10962
2020-04-06,Germany,death_rate,Death Rate,1.57
2020-04-06,France,total_cases,Total Cases,89953
2020-04-06,France,new_cases,New Cases,NA
2020-04-06,France,total_deaths,Total Deaths,7560
2020-04-06,France,new_deaths,NA,NA
2020-04-06,France,total_recovered,Total Recovered,15438
2020-04-06,France,active_cases,Active Cases,66955
2020-04-06,France,serious_critical,Serious Critical,6838
2020-04-06,France,tot_cases_1m_pop,Total Cases per 1m Population,1378
2020-04-06,France,deaths_1m_pop,NA,116
2020-04-06,France,total_tests,NA,224254
2020-04-06,France,tests_1m_pop,NA,3436
2020-04-06,France,death_rate,Death Rate,8.4
2020-04-06,Iran,total_cases,Total Cases,58226
2020-04-06,Iran,new_cases,New Cases,2483
2020-04-06,Iran,total_deaths,Total Deaths,3603
2020-04-06,Iran,new_deaths,NA,151
2020-04-06,Iran,total_recovered,Total Recovered,19736
2020-04-06,Iran,active_cases,Active Cases,34887
2020-04-06,Iran,serious_critical,Serious Critical,4103
2020-04-06,Iran,tot_cases_1m_pop,Total Cases per 1m Population,693
2020-04-06,Iran,deaths_1m_pop,NA,43
2020-04-06,Iran,total_tests,NA,186000
2020-04-06,Iran,tests_1m_pop,NA,2214
2020-04-06,Iran,death_rate,Death Rate,6.19
2020-04-06,UK,total_cases,Total Cases,47806
2020-04-06,UK,new_cases,New Cases,5903
2020-04-06,UK,total_deaths,Total Deaths,4934
2020-04-06,UK,new_deaths,NA,621
2020-04-06,UK,total_recovered,Total Recovered,135
2020-04-06,UK,active_cases,Active Cases,42737
2020-04-06,UK,serious_critical,Serious Critical,1559
2020-04-06,UK,tot_cases_1m_pop,Total Cases per 1m Population,704
2020-04-06,UK,deaths_1m_pop,NA,73
2020-04-06,UK,total_tests,NA,195524
2020-04-06,UK,tests_1m_pop,NA,2880
2020-04-06,UK,death_rate,Death Rate,10.32
2020-04-06,Turkey,total_cases,Total Cases,27069
2020-04-06,Turkey,new_cases,New Cases,3135
2020-04-06,Turkey,total_deaths,Total Deaths,574
2020-04-06,Turkey,new_deaths,NA,73
2020-04-06,Turkey,total_recovered,Total Recovered,1042
2020-04-06,Turkey,active_cases,Active Cases,25453
2020-04-06,Turkey,serious_critical,Serious Critical,1381
2020-04-06,Turkey,tot_cases_1m_pop,Total Cases per 1m Population,321
2020-04-06,Turkey,deaths_1m_pop,NA,7
2020-04-06,Turkey,total_tests,NA,181445
2020-04-06,Turkey,tests_1m_pop,NA,2151
2020-04-06,Turkey,death_rate,Death Rate,2.12
2020-04-06,Switzerland,total_cases,Total Cases,21100
2020-04-06,Switzerland,new_cases,New Cases,595
2020-04-06,Switzerland,total_deaths,Total Deaths,715
2020-04-06,Switzerland,new_deaths,NA,49
2020-04-06,Switzerland,total_recovered,Total Recovered,6415
2020-04-06,Switzerland,active_cases,Active Cases,13970
2020-04-06,Switzerland,serious_critical,Serious Critical,391
2020-04-06,Switzerland,tot_cases_1m_pop,Total Cases per 1m Population,2438
2020-04-06,Switzerland,deaths_1m_pop,NA,83
2020-04-06,Switzerland,total_tests,NA,158000
2020-04-06,Switzerland,tests_1m_pop,NA,18256
2020-04-06,Switzerland,death_rate,Death Rate,3.39
2020-04-06,Belgium,total_cases,Total Cases,19691
2020-04-06,Belgium,new_cases,New Cases,1260
2020-04-06,Belgium,total_deaths,Total Deaths,1447
2020-04-06,Belgium,new_deaths,NA,164
2020-04-06,Belgium,total_recovered,Total Recovered,3751
2020-04-06,Belgium,active_cases,Active Cases,14493
2020-04-06,Belgium,serious_critical,Serious Critical,1261
2020-04-06,Belgium,tot_cases_1m_pop,Total Cases per 1m Population,1699
2020-04-06,Belgium,deaths_1m_pop,NA,125
2020-04-06,Belgium,total_tests,NA,70000
2020-04-06,Belgium,tests_1m_pop,NA,6040
2020-04-06,Belgium,death_rate,Death Rate,7.35
2020-04-06,Netherlands,total_cases,Total Cases,17851
2020-04-06,Netherlands,new_cases,New Cases,1224
2020-04-06,Netherlands,total_deaths,Total Deaths,1766
2020-04-06,Netherlands,new_deaths,NA,115
2020-04-06,Netherlands,total_recovered,Total Recovered,250
2020-04-06,Netherlands,active_cases,Active Cases,15835
2020-04-06,Netherlands,serious_critical,Serious Critical,1385
2020-04-06,Netherlands,tot_cases_1m_pop,Total Cases per 1m Population,1042
2020-04-06,Netherlands,deaths_1m_pop,NA,103
2020-04-06,Netherlands,total_tests,NA,75415
2020-04-06,Netherlands,tests_1m_pop,NA,4401
2020-04-06,Netherlands,death_rate,Death Rate,9.89
2020-04-06,Canada,total_cases,Total Cases,15425
2020-04-06,Canada,new_cases,New Cases,1513
2020-04-06,Canada,total_deaths,Total Deaths,277
2020-04-06,Canada,new_deaths,NA,46
2020-04-06,Canada,total_recovered,Total Recovered,2847
2020-04-06,Canada,active_cases,Active Cases,12301
2020-04-06,Canada,serious_critical,Serious Critical,426
2020-04-06,Canada,tot_cases_1m_pop,Total Cases per 1m Population,409
2020-04-06,Canada,deaths_1m_pop,NA,7
2020-04-06,Canada,total_tests,NA,317972
2020-04-06,Canada,tests_1m_pop,NA,8425
2020-04-06,Canada,death_rate,Death Rate,1.8
2020-04-06,Austria,total_cases,Total Cases,12051
2020-04-06,Austria,new_cases,New Cases,270
2020-04-06,Austria,total_deaths,Total Deaths,204
2020-04-06,Austria,new_deaths,NA,18
2020-04-06,Austria,total_recovered,Total Recovered,2998
2020-04-06,Austria,active_cases,Active Cases,8849
2020-04-06,Austria,serious_critical,Serious Critical,244
2020-04-06,Austria,tot_cases_1m_pop,Total Cases per 1m Population,1338
2020-04-06,Austria,deaths_1m_pop,NA,23
2020-04-06,Austria,total_tests,NA,108416
2020-04-06,Austria,tests_1m_pop,NA,12038
2020-04-06,Austria,death_rate,Death Rate,1.69
2020-04-06,Portugal,total_cases,Total Cases,11278
2020-04-06,Portugal,new_cases,New Cases,754
2020-04-06,Portugal,total_deaths,Total Deaths,295
2020-04-06,Portugal,new_deaths,NA,29
2020-04-06,Portugal,total_recovered,Total Recovered,75
2020-04-06,Portugal,active_cases,Active Cases,10908
2020-04-06,Portugal,serious_critical,Serious Critical,267
2020-04-06,Portugal,tot_cases_1m_pop,Total Cases per 1m Population,1106
2020-04-06,Portugal,deaths_1m_pop,NA,29
2020-04-06,Portugal,total_tests,NA,86370
2020-04-06,Portugal,tests_1m_pop,NA,8470
2020-04-06,Portugal,death_rate,Death Rate,2.62
2020-04-06,Brazil,total_cases,Total Cases,10627
2020-04-06,Brazil,new_cases,New Cases,267
2020-04-06,Brazil,total_deaths,Total Deaths,460
2020-04-06,Brazil,new_deaths,NA,15
2020-04-06,Brazil,total_recovered,Total Recovered,127
2020-04-06,Brazil,active_cases,Active Cases,10040
2020-04-06,Brazil,serious_critical,Serious Critical,296
2020-04-06,Brazil,tot_cases_1m_pop,Total Cases per 1m Population,50
2020-04-06,Brazil,deaths_1m_pop,NA,2
2020-04-06,Brazil,total_tests,NA,54824
2020-04-06,Brazil,tests_1m_pop,NA,258
2020-04-06,Brazil,death_rate,Death Rate,4.33
2020-04-06,South Korea,total_cases,Total Cases,10237
2020-04-06,South Korea,new_cases,New Cases,81
2020-04-06,South Korea,total_deaths,Total Deaths,183
2020-04-06,South Korea,new_deaths,NA,6
2020-04-06,South Korea,total_recovered,Total Recovered,6463
2020-04-06,South Korea,active_cases,Active Cases,3591
2020-04-06,South Korea,serious_critical,Serious Critical,55
2020-04-06,South Korea,tot_cases_1m_pop,Total Cases per 1m Population,200
2020-04-06,South Korea,deaths_1m_pop,NA,4
2020-04-06,South Korea,total_tests,NA,461233
2020-04-06,South Korea,tests_1m_pop,NA,8996
2020-04-06,South Korea,death_rate,Death Rate,1.79
2020-04-06,Israel,total_cases,Total Cases,8430
2020-04-06,Israel,new_cases,New Cases,579
2020-04-06,Israel,total_deaths,Total Deaths,49
2020-04-06,Israel,new_deaths,NA,5
2020-04-06,Israel,total_recovered,Total Recovered,477
2020-04-06,Israel,active_cases,Active Cases,7904
2020-04-06,Israel,serious_critical,Serious Critical,139
2020-04-06,Israel,tot_cases_1m_pop,Total Cases per 1m Population,974
2020-04-06,Israel,deaths_1m_pop,NA,6
2020-04-06,Israel,total_tests,NA,90394
2020-04-06,Israel,tests_1m_pop,NA,10443
2020-04-06,Israel,death_rate,Death Rate,0.58
2020-04-06,Sweden,total_cases,Total Cases,6830
2020-04-06,Sweden,new_cases,New Cases,387
2020-04-06,Sweden,total_deaths,Total Deaths,401
2020-04-06,Sweden,new_deaths,NA,28
2020-04-06,Sweden,total_recovered,Total Recovered,205
2020-04-06,Sweden,active_cases,Active Cases,6224
2020-04-06,Sweden,serious_critical,Serious Critical,541
2020-04-06,Sweden,tot_cases_1m_pop,Total Cases per 1m Population,676
2020-04-06,Sweden,deaths_1m_pop,NA,40
2020-04-06,Sweden,total_tests,NA,36900
2020-04-06,Sweden,tests_1m_pop,NA,3654
2020-04-06,Sweden,death_rate,Death Rate,5.87
2020-04-06,Norway,total_cases,Total Cases,5687
2020-04-06,Norway,new_cases,New Cases,137
2020-04-06,Norway,total_deaths,Total Deaths,71
2020-04-06,Norway,new_deaths,NA,9
2020-04-06,Norway,total_recovered,Total Recovered,32
2020-04-06,Norway,active_cases,Active Cases,5584
2020-04-06,Norway,serious_critical,Serious Critical,89
2020-04-06,Norway,tot_cases_1m_pop,Total Cases per 1m Population,1049
2020-04-06,Norway,deaths_1m_pop,NA,13
2020-04-06,Norway,total_tests,NA,105865
2020-04-06,Norway,tests_1m_pop,NA,19528
2020-04-06,Norway,death_rate,Death Rate,1.25
2020-04-06,Australia,total_cases,Total Cases,5687
2020-04-06,Australia,new_cases,New Cases,137
2020-04-06,Australia,total_deaths,Total Deaths,35
2020-04-06,Australia,new_deaths,NA,5
2020-04-06,Australia,total_recovered,Total Recovered,2315
2020-04-06,Australia,active_cases,Active Cases,3337
2020-04-06,Australia,serious_critical,Serious Critical,91
2020-04-06,Australia,tot_cases_1m_pop,Total Cases per 1m Population,223
2020-04-06,Australia,deaths_1m_pop,NA,1
2020-04-06,Australia,total_tests,NA,297154
2020-04-06,Australia,tests_1m_pop,NA,11653
2020-04-06,Australia,death_rate,Death Rate,0.62
2020-04-06,Russia,total_cases,Total Cases,5389
2020-04-06,Russia,new_cases,New Cases,658
2020-04-06,Russia,total_deaths,Total Deaths,45
2020-04-06,Russia,new_deaths,NA,2
2020-04-06,Russia,total_recovered,Total Recovered,355
2020-04-06,Russia,active_cases,Active Cases,4989
2020-04-06,Russia,serious_critical,Serious Critical,8
2020-04-06,Russia,tot_cases_1m_pop,Total Cases per 1m Population,37
2020-04-06,Russia,deaths_1m_pop,NA,0.3
2020-04-06,Russia,total_tests,NA,697000
2020-04-06,Russia,tests_1m_pop,NA,4776
2020-04-06,Russia,death_rate,Death Rate,0.84
2020-04-06,Ireland,total_cases,Total Cases,4994
2020-04-06,Ireland,new_cases,New Cases,390
2020-04-06,Ireland,total_deaths,Total Deaths,158
2020-04-06,Ireland,new_deaths,NA,21
2020-04-06,Ireland,total_recovered,Total Recovered,25
2020-04-06,Ireland,active_cases,Active Cases,4811
2020-04-06,Ireland,serious_critical,Serious Critical,165
2020-04-06,Ireland,tot_cases_1m_pop,Total Cases per 1m Population,1011
2020-04-06,Ireland,deaths_1m_pop,NA,32
2020-04-06,Ireland,total_tests,NA,30213
2020-04-06,Ireland,tests_1m_pop,NA,6119
2020-04-06,Ireland,death_rate,Death Rate,3.16
2020-04-06,Czech Republic,total_cases,Total Cases,4543
2020-04-06,Czech Republic,new_cases,New Cases,71
2020-04-06,Czech Republic,total_deaths,Total Deaths,67
2020-04-06,Czech Republic,new_deaths,NA,8
2020-04-06,Czech Republic,total_recovered,Total Recovered,96
2020-04-06,Czech Republic,active_cases,Active Cases,4380
2020-04-06,Czech Republic,serious_critical,Serious Critical,86
2020-04-06,Czech Republic,tot_cases_1m_pop,Total Cases per 1m Population,424
2020-04-06,Czech Republic,deaths_1m_pop,NA,6
2020-04-06,Czech Republic,total_tests,NA,80304
2020-04-06,Czech Republic,tests_1m_pop,NA,7499
2020-04-06,Czech Republic,death_rate,Death Rate,1.47
2020-04-06,Chile,total_cases,Total Cases,4471
2020-04-06,Chile,new_cases,New Cases,310
2020-04-06,Chile,total_deaths,Total Deaths,34
2020-04-06,Chile,new_deaths,NA,7
2020-04-06,Chile,total_recovered,Total Recovered,618
2020-04-06,Chile,active_cases,Active Cases,3819
2020-04-06,Chile,serious_critical,Serious Critical,307
2020-04-06,Chile,tot_cases_1m_pop,Total Cases per 1m Population,234
2020-04-06,Chile,deaths_1m_pop,NA,2
2020-04-06,Chile,total_tests,NA,51956
2020-04-06,Chile,tests_1m_pop,NA,2718
2020-04-06,Chile,death_rate,Death Rate,0.76
2020-04-06,Denmark,total_cases,Total Cases,4369
2020-04-06,Denmark,new_cases,New Cases,292
2020-04-06,Denmark,total_deaths,Total Deaths,179
